text,start,end,movie,scaled_start,scaled_end,cmd_filename,imdbid,movie_title,cmd_clip_idx
"Assigned by a trail reads, no hunting.",4214.449,4216.351,17193,18.80811358,20.80811358,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
They continue along the tracks.,4224.296,4225.597,17193,28.35418693381894,30.35418693381894,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Gordie and Chris look to the right and the others to the left.,4228.679,4230.98,17193,33.08652012198274,35.387417286339804,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Vern points.,4235.345,4236.006,17193,39.082707436380105,41.082707436380105,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
The others rush to him.,4241.987,4243.068,17193,45.93440120873036,47.93440120873036,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
They all stare.,4243.528,4244.248,17193,47.294840405648216,49.294840405648216,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
A tangled body lies under a pile of branches by the river.,4250.75,4253.411,17193,55.156533731081495,57.81741480642078,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Chris pushes Gordy and Vern aside and runs downhill towards the corpse.,4254.231,4257.632,17193,58.637378159211984,62.03822616267996,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
"The others follow, and the group slows down as they reach the pile of bushes.",4258.292,4261.853,17193,62.69819666614705,66.25903751894005,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
A single sneaker lies on top of the pile.,4267.911,4270.032,17193,72.31676677651427,74.43767198538114,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Chris picks up a stick.,4272.874,4273.995,17193,76.84001992181138,78.84001992181138,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Then moves a branch revealing the dead kid's bloated face with green eyes still open and dry blood on his forehead and nose.,4278.537,4284.381,17193,82.94229188,88.78603070392415,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
The friends stare at the corpse.,4286.322,4287.523,17193,90.32741711992348,92.32741711992348,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Gordy looks sad.,4290.885,4291.745,17193,94.71972081155344,96.71972081155344,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
They turn away.,4298.096,4298.736,17193,101.82040345566578,103.82040345566578,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
"Vern and Teddy start collecting branches and Chris stares at Gordy, who sits on a fallen tree.",4301.559,4305.902,17193,105.96326298959757,110.30606889346748,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Teddy and Vern approach.,4313.629,4314.689,17193,117.56269987395456,119.56269987395456,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
Gordy gazes away listlessly.,4317.792,4319.393,17193,121.99600173322426,123.99600173322426,2012/ecsPydUbYGM,tt0092005,Stand by Me,6
"A stops Charlie, then points at Chris.",4524.433,4526.414,17193,25.90642059072887,27.90642059072887,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
They stare at each other.,4534.277,4535.158,17193,35.205033548945835,37.20503354894584,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
"Eyeball sighs, and Ace picks out a switchblade.",4538.688,4541.209,17193,40.177504255917896,42.69975552207473,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Ace approaches slowly.,4546.971,4547.991,17193,47.97486854918191,49.97486854918191,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Teddy rushes away.,4555.254,4556.194,17193,56.22195986,58.22195986,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Chris looks scared but doesn't budge.,4557.414,4558.995,17193,58.703691021469055,60.703691021469055,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Ace puts the blade to his neck.,4563.196,4564.497,17193,64.34849135612163,66.34849135612163,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Then steps back.,4566.237,4567.058,17193,67.15088159670309,69.15088159670309,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
They all turn around to see a determined Gordy holding the gun with both hands.,4568.877,4572.258,17193,70.38148818,73.7641663,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
He glares at Ace as he stands by Chris.,4573.278,4575.178,17193,74.73514408107596,76.73514408107596,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Ace takes a step and Gordy aims at him.,4585.942,4587.742,17193,87.35540488,89.35540488,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Ace stops.,4593.724,4594.344,17193,94.55097453625557,96.55097453625557,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Gordy pulls the hammer.,4607.171,4608.111,17193,108.16472819694565,110.16472819694565,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Ace swallows and glances at Charlie.,4617.718,4619.379,17193,119.07764199528287,121.07764199528287,2012/4aI9-g_n_OE,tt0092005,Stand by Me,7
Gourdy peers at Chris.,4906.84,4907.941,17193,5.021500000000287,7.021500000000287,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
Chris looks at him.,4915.803,4916.624,17193,13.844500000000153,15.844500000000153,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
He smiles.,4920.765,4921.385,17193,18.706000000000586,20.706000000000586,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
They do this sliding handshake.,4926.286,4927.547,17193,24.547500000000127,26.547500000000127,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
They smile slightly at each other.,4932.011,4933.392,17193,30.33250000000044,32.33250000000044,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
Chris walks away slowly.,4938.596,4939.817,17193,36.83750000000009,38.83750000000009,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
Gordy watches him with a smile.,4952.608,4954.049,17193,50.95950000000039,52.95950000000039,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
Chris turns and waves.,4964.955,4966.116,17193,63.16650000000027,65.16650000000027,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
He disappears.,4970.479,4971.259,17193,68.50000000000045,70.50000000000045,2012/tX74H9IuYdM,tt0092005,Stand by Me,8
What's up?,3300.333,3300.513,3465,112.97921540677524,114.97921540677524,2011/ZsRDr3miUyc,tt0096969,Born on the Fourth of July,2
The young doctor goes.,3333.573,3334.534,3465,148.10167379246906,150.10167379246906,2011/ZsRDr3miUyc,tt0096969,Born on the Fourth of July,2
"Ron's eyes rove wildly around the ward, where his revolving bed frame is attached to the broken down pump.",3338.818,3343.984,3465,154.07754251219208,159.47272307806188,2011/ZsRDr3miUyc,tt0096969,Born on the Fourth of July,2
The other vets lie asleep in darkness.,3344.424,3346.366,3465,159.93224290945622,161.96039634711008,2011/ZsRDr3miUyc,tt0096969,Born on the Fourth of July,2
"Ron glances at the pump which starts working, gloopy red fluid drips into a glass receptacle.",3353.68,3358.663,3465,169.5988691807866,174.8029313,2011/ZsRDr3miUyc,tt0096969,Born on the Fourth of July,2
"Ron, whose moustache has grown over his lips in wispy tendrils, listens to the pump mechanism, then opens his mouth wide.",3359.284,3365.507,3465,175.45148085154494,181.95055337601443,2011/ZsRDr3miUyc,tt0096969,Born on the Fourth of July,2
Rom Wills himself across the stage past-seated veterans.,4139.728,4142.709,3465,14.080193448240456,17.196675325068732,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
He faces the crowd and the speaker lowers the microphone.,4143.189,4145.87,3465,17.698490588698103,20.50133792575814,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
Some of the veterans nod.,4164.616,4165.776,3465,39.70567497761592,41.70567497761592,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
A man in the crowd beams.,4166.236,4167.477,3465,41.44164215523202,43.44164215523202,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
"In the crowd run sister Susan smiles, Shaggy had Tommy's scowls.",4187.903,4191.565,3465,64.44467329265993,68.27310557476123,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
"Behind the mic, Ron's eyes rope.",4216.891,4218.393,3465,94.53526521986625,96.53526521986625,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
"In the crowd, his parents look nervous.",4218.733,4220.856,3465,96.6758495,98.89533658924786,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
The speaker and another soldier hurry over to Ron.,4226.722,4229.265,3465,105.02793729017912,107.68651273894687,2011/HhZ3H18ynTA,tt0096969,Born on the Fourth of July,3
"At the side of a long dusty road surrounded by barren looking sand dunes, Charlie and Ron watch the taxi drive away.",6471.961,6478.484,3465,46.50811848382747,53.325257376251706,2011/irCUvLD1t5U,tt0096969,Born on the Fourth of July,6
"Further down the road, Ron spins around.",6565.345,6567.307,3465,144.10304387553865,146.15351551541798,2011/irCUvLD1t5U,tt0096969,Born on the Fourth of July,6
They spit in each other's faces.,6594.042,6595.503,3465,173.85750574228842,175.85750574228842,2011/irCUvLD1t5U,tt0096969,Born on the Fourth of July,6
They grab each other and topple out of their chairs.,6598.889,6600.99,3465,179.15962934349403,181.35536885184607,2011/irCUvLD1t5U,tt0096969,Born on the Fourth of July,6
They grapple in the dust.,6601.431,6602.552,3465,181.4020290696542,183.4020290696542,2011/irCUvLD1t5U,tt0096969,Born on the Fourth of July,6
"He looks down, his lips tremble.",7080.638,7082.62,3465,0.6700329617146698,2.7415664052017084,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
A flash of Wilson charging over the dune.,7095.334,7097.376,3465,16.029899503332118,18.164143343696075,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
Tears roll down Ron's cheeks.,7123.322,7124.843,3465,45.07706358006689,47.07706358006689,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
He lifts his hand and bows his head shakily.,7125.283,7127.524,3465,47.33179410423793,49.67402742757521,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
"Billy's young wife watches Ron, her eyes narrow.",7128.544,7131.005,3465,50.74010417447522,53.31227561969328,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
Mr. Wilson scowls.,7131.485,7132.506,3465,53.34751975479605,55.34751975479605,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
Mrs. Wilson frowns and looks down.,7132.866,7134.547,3465,55.13581123905736,57.13581123905736,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
Vain stick up on Ron's forehead.,7150.976,7152.556,3465,74.01111811224324,76.01111811224324,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
"He glances furtively at Mrs. Wilson, who nods.",7153.096,7155.757,3465,76.40119857633893,79.18240467781179,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
"Ron's eyes dart about and he grits his teeth, breathing heavily.",7171.171,7174.339,3465,95.29270563538547,98.60381459046437,2011/Xk5epHF844w,tt0096969,Born on the Fourth of July,7
Security grapples with Ron and the others who were talking to reporters for Republican supporters spat in Ron's face.,7466.067,7471.849,3465,116.8660725625062,122.91513907290566,2011/UephHvStdWw,tt0096969,Born on the Fourth of July,8
Ron and the other vets are surrounded by security and a posse of reporters with cameras and microphones.,7518.242,7523.405,3465,171.45099908967404,176.8524744257496,2011/UephHvStdWw,tt0096969,Born on the Fourth of July,8
"The seating mass slowly approaches the exit, which is decked out in red, white and blue bunt here.",7523.745,7528.068,3465,177.20817878644428,181.73085511374592,2011/UephHvStdWw,tt0096969,Born on the Fourth of July,8
"On his way to the convention hall, Ron recalls his mother's words, and also kissing Domo.",7824.695,7829.736,3465,30.307862080771866,35.57698953643725,2011/9fpDYMwJXQQ,tt0096969,Born on the Fourth of July,9
Wrong signs.,7860.142,7860.863,3465,66.73580918823743,68.73580918823743,2011/9fpDYMwJXQQ,tt0096969,Born on the Fourth of July,9
He unwheels himself out of the long tunnel where he was flanked by some of his old friends in a media scrum.,7888.497,7896.281,3465,96.99718362934458,105.13344391795718,2011/9fpDYMwJXQQ,tt0096969,Born on the Fourth of July,9
He enters the vast packed convention hall and puffers at peace side with two fingers held up in a V-shape.,7896.341,7902.445,3465,105.19615918225831,111.57639207045057,2011/9fpDYMwJXQQ,tt0096969,Born on the Fourth of July,9
The bright lights around the hall engulf Ron as he heads through the cheering crowd.,7906.467,7910.529,3465,115.78040528740854,120.0262286805679,2011/9fpDYMwJXQQ,tt0096969,Born on the Fourth of July,9
The flowers are transferred.,313.62,314.78,3581,56.739524985681655,58.739524985681655,2017/8gvuU-U64d0,tt0099204,Cadillac Man,1
Joey adopts a slimy compassionate smile and approaches the distraught widow.,326.687,330.951,3581,70.76023001,75.20647700018594,2017/8gvuU-U64d0,tt0099204,Cadillac Man,1
The coffin's now on the truck and covered in flowers.,336.275,338.838,3581,80.75802929707687,83.43057410115873,2017/8gvuU-U64d0,tt0099204,Cadillac Man,1
He hands her a business card.,362.817,364.097,3581,108.10181114044472,110.10181114044472,2017/8gvuU-U64d0,tt0099204,Cadillac Man,1
The woman draws back her veil to look at it.,364.637,366.618,3581,110.33224534599157,112.39791497411724,2017/8gvuU-U64d0,tt0099204,Cadillac Man,1
He smiles.,380.484,381.024,3581,126.13809966022744,128.13809966022745,2017/8gvuU-U64d0,tt0099204,Cadillac Man,1
They all dive for cover as Larry crashes through the showroom window.,2279.64,2282.723,3581,6.328053279049813,9.542938732454113,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
He has a gun.,2282.883,2283.523,3581,9.043472309,11.04347230937078,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
Donner and Jackie hide beneath the desk.,2285.145,2287.066,3581,12.068547739312718,14.07172482526436,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
"Unable to control the machine gun, Larry fires at the ceiling.",2295.412,2298.154,3581,22.77475239390256,25.63405045,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
He then leaps over to customers who are crouching behind the car.,2298.935,2302.077,3581,26.44846029281384,29.72486966504768,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
Frankie comes out of the toilets and bumps into Larry.,2312.908,2315.789,3581,41.01920127251443,44.02344551229988,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
Larry drives him backwards.,2321.05,2322.39,3581,49.20816352207599,51.20816352207599,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
Joey's beneath the desk.,2329.732,2330.912,3581,58.178142331736254,60.178142331736254,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
Larry kicks it.,2331.632,2332.513,3581,60.003525720054256,62.003525720054256,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
She's face down.,2375.475,2376.215,3581,105.64853821085411,107.64853821085411,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
The Russians try crawling out.,2378.077,2379.679,3581,108.81128474999632,110.81128474999632,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
He forces them back inside then slaps himself on the forehead.,2395.955,2398.598,3581,127.61880952709105,130.37487253498833,2017/VQjjlqVjiII,tt0099204,Cadillac Man,4
Larry nods hesitantly.,2757.997,2759.298,3581,0.5392878840505118,2.539287884050512,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
Jackie sighs with relief hearing the sirens.,2770.558,2772.739,3581,13.96388036499409,16.23901878915244,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
Larry runs to the showroom window and peeps out.,2773.519,2775.741,3581,17.052685900955694,19.370594006632096,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
"He runs about, then repeatedly slaps his forehead.",2778.942,2781.524,3581,22.709758653918108,25.40320542658041,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
"Outside, a guy runs to an armed cop.",2785.206,2787.007,3581,29.183499708426314,31.183499708426314,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
He's Scarpers.,2793.331,2794.031,3581,37.08493757811314,39.08493757811314,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
Joy slaps him.,2856.247,2857.087,3581,102.7896000192112,104.7896000192112,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
Joey motions to Harry.,2872.352,2873.452,3581,119.72535073732696,121.72535073732696,2017/XLAGTl0Nnws,tt0099204,Cadillac Man,6
Larry pushes Joey to the door with a gun in his back.,2919.703,2922.043,3581,15.710984404654818,18.148022915807257,2017/yfg9cb_9NWQ,tt0099204,Cadillac Man,7
Joey makes a time-out sign and Larry drags him inside.,2979.915,2982.876,3581,78.41994288,81.50373391962239,2017/yfg9cb_9NWQ,tt0099204,Cadillac Man,7
Back at the doorway.,3013.947,3014.768,3581,113.29075438493882,115.29075438493882,2017/yfg9cb_9NWQ,tt0099204,Cadillac Man,7
Armed police wearing flak jackets and helmets with clear perspex visors take up position on a rooftop looking down on Turjan's autos.,3103.641,3111.608,3581,76.76233293520616,85.07037073914348,2017/MnLvPe6VSTM,tt0099204,Cadillac Man,8
"Larry spots the police marksman Still holding the rifle, he paces about, then sits and rocks.",3113.71,3123.508,3581,87.26234958486644,97.47976572682389,2017/MnLvPe6VSTM,tt0099204,Cadillac Man,8
He shoots accidentally.,3138.773,3139.913,3581,112.9926035108515,114.9926035108515,2017/MnLvPe6VSTM,tt0099204,Cadillac Man,8
Larry shoves Benny to the door.,3153.168,3154.549,3581,128.12945838006831,130.12945838006831,2017/MnLvPe6VSTM,tt0099204,Cadillac Man,8
Larry aims the gun when Joey reaches into his jacket pocket.,3519.081,3522.222,3581,0.079559454,3.3486155894856267,2017/ri8WqeTAUDE,tt0099204,Cadillac Man,10
Joey tosses away the packet.,3531.965,3533.385,3581,13.227776299102391,15.227776299102391,2017/ri8WqeTAUDE,tt0099204,Cadillac Man,10
"Larry, a baby-faced guy with brown hair, slides a dubious look at Joey.",3599.532,3603.536,3581,83.81048437935203,87.97772435651693,2017/ri8WqeTAUDE,tt0099204,Cadillac Man,10
"Joey, whose sweating removes his suit jacket.",3607.259,3609.781,3581,91.85250818143828,94.47732816705512,2017/ri8WqeTAUDE,tt0099204,Cadillac Man,10
"While a load of cops are busy frisking the Russian, Lila wearing a baseball cap encrusted with trinkets, crop top and grunge jeans, sprints across the foreport of Turjans.",3930.411,3939.186,3581,0.4550577840878314,9.568843796207606,2017/j2ZsEQ4Fr4c,tt0099204,Cadillac Man,11
Cops chase her.,3939.587,3940.368,3581,9.390902101460144,11.390902101460144,2017/j2ZsEQ4Fr4c,tt0099204,Cadillac Man,11
Big Jack to Larry.,3941.069,3942.031,3581,11.024113326993833,13.024113326993833,2017/j2ZsEQ4Fr4c,tt0099204,Cadillac Man,11
She needs him in the crotch.,4001.691,4002.652,3581,73.98609380946823,75.98609380946823,2017/j2ZsEQ4Fr4c,tt0099204,Cadillac Man,11
She's scarpers.,4008.114,4008.754,3581,80.49037698905798,82.49037698905798,2017/j2ZsEQ4Fr4c,tt0099204,Cadillac Man,11
Johnny waits as Artemis looks at him.,663.31,664.971,17184,61.55550000000005,63.55550000000005,2012/9dCHSNdHZQs,tt0101912,Frankie and Johnny,1
Artemis does.,683.643,684.284,17184,81.37850000000009,83.37850000000009,2012/9dCHSNdHZQs,tt0101912,Frankie and Johnny,1
A customer has collapsed.,1456.252,1457.433,17184,3.523905396586369,5.523905396586369,2012/HnnBvemHrWA,tt0101912,Frankie and Johnny,2
Everyone stares as Johnny tries to help.,1460.574,1462.274,17184,8.105362511122092,10.105362511122092,2012/HnnBvemHrWA,tt0101912,Frankie and Johnny,2
Frankie leans over the customer.,1502.58,1503.94,17184,49.94097090219845,51.94097090219845,2012/HnnBvemHrWA,tt0101912,Frankie and Johnny,2
They put his alert pendant away.,1522.741,1524.143,17184,70.12278198711823,72.12278198711823,2012/HnnBvemHrWA,tt0101912,Frankie and Johnny,2
A customer is listening.,1567.775,1568.916,17184,115.0258616646375,117.0258616646375,2012/HnnBvemHrWA,tt0101912,Frankie and Johnny,2
Johnny's at the meat slicer.,1904.823,1906.024,17184,0.1715000000000375,2.1715000000000373,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
Frankie puts on her apron and approaches him.,1906.805,1908.626,17184,2.463500000000068,4.463500000000068,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
Tino walks over to listen.,1916.693,1918.014,17184,12.10149999999999,14.10149999999999,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
Tino nods and goes.,1921.917,1923.018,17184,17.215500000000024,19.215500000000024,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
"He reaches out, but she steps back.",1958.203,1959.724,17184,53.71150000000002,55.71150000000002,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
She wipes her mouth.,1962.064,1962.724,17184,57.14200000000007,59.14200000000007,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
He shrugs.,1989.779,1990.279,17184,84.77700000000006,86.77700000000006,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
Frankie rolls her eyes and turns.,2017.735,2019.376,17184,113.3035,115.3035,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
She strides away.,2025.498,2026.438,17184,120.71600000000016,122.71600000000016,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
"Johnny watches, then turns to Netta.",2027.939,2029.559,17184,123.4970000000001,125.4970000000001,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
She rolls her eyes theatrically.,2032.44,2033.861,17184,127.89850000000015,129.89850000000015,2012/LOxqK6o4NN0,tt0101912,Frankie and Johnny,3
Johnny notices the shelf full of elephants.,2934.104,2936.105,17184,26.28299999999989,28.284,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
Bobby smiles and looks at the back of the VCR.,2955.99,2958.21,17184,48.168999999999855,50.38900000000011,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
Frankie beckons Tim surreptitiously into the bathroom.,2967.152,2969.712,17184,59.33100000000012,61.89100000000006,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
Frankie lets him in.,2979.106,2980.027,17184,70.7455,72.7455,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
Frankie comes out.,3019.749,3020.589,17184,111.34799999999991,113.34799999999991,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
Johnny helps her with her coat.,3024.57,3025.69,17184,116.30900000000015,118.30900000000015,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
They stare at him.,3032.408,3033.068,17184,123.91700000000012,125.91700000000012,2012/s5jDTz07buw,tt0101912,Frankie and Johnny,4
Johnny fumbles with the corsage as he tries to pin it on her.,3445.832,3448.553,17184,13.460999999999787,16.181999999999793,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
She takes it from him.,3453.396,3454.217,17184,20.435500000000047,22.435500000000047,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
He watches her intently.,3457.318,3458.459,17184,24.51749999999993,26.51749999999993,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
She gazes at her feet.,3474.168,3475.149,17184,41.28749999999992,43.28749999999992,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
He slowly reaches out to touch her hair.,3477.638,3479.518,17184,45.20699999999989,47.20699999999989,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
His fingers stroke her cheek.,3481.459,3482.739,17184,48.72799999999985,50.72799999999985,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
And he leans in to kiss her.,3484.5,3485.64,17184,51.698999999999856,53.698999999999856,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
She looks away.,3499.643,3500.263,17184,66.582,68.582,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
Johnny holds her hand.,3516.658,3517.638,17184,83.77699999999983,85.77699999999983,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
And pulls her behind a big delivery truck.,3521.98,3523.74,17184,89.48899999999982,91.48899999999982,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
"Standing close, he gestures with his hands as she stands still and listens.",3527.482,3531.323,17184,95.11099999999988,98.952,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
"He kisses her just as the driver throws the truck's cargo door open, revealing masses of vibrant blossoms.",3539.805,3545.689,17184,107.43399999999976,113.31799999999978,2012/KwnTYy2p0AE,tt0101912,Frankie and Johnny,5
Cora looks at Netta.,4705.989,4706.949,17184,48.00499999999964,50.00499999999964,2012/ch6zVPr6lWM,tt0101912,Frankie and Johnny,6
"As he watches her, her eyes fill with tears.",4731.654,4733.896,17184,74.19,76.43199999999977,2012/ch6zVPr6lWM,tt0101912,Frankie and Johnny,6
She runs into the ladies' room.,4758.908,4760.229,17184,101.10450000000034,103.10450000000034,2012/ch6zVPr6lWM,tt0101912,Frankie and Johnny,6
She crosses her arms over her chest and goes to grab some linens.,5733.558,5736.619,17184,32.434339031417245,35.49106693891764,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
Johnny looks down as she stands in front of him.,5756.645,5758.606,17184,55.46824916332622,57.46824916332622,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
Frankie rolls her eyes.,5760.686,5761.847,17184,59.10416759233925,61.10416759233925,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
He looks back sharply and she puts down the linens.,5766.962,5771.603,17184,65.79171865316005,70.42624142960878,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
He switches off the lamp.,5777.686,5778.686,17184,76.00005384877767,78.00005384877767,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
"She squares her shoulders, smiles self-consciously and opens her pink robe wide.",5782.968,5787.589,17184,81.77537983821536,86.38993052771586,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
Johnny stares at her.,5789.89,5790.79,17184,88.13709108751169,90.13709108751168,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
She closes her robe.,5830.148,5831.068,17184,128.34889095005275,130.34889095005275,2012/HOr8EwpHNwY,tt0101912,Frankie and Johnny,7
Johnny strokes her hair.,6270.954,6271.914,17184,32.741999999999734,34.741999999999734,2012/6ygujqr_JWc,tt0101912,Frankie and Johnny,8
He puts his arm around her and kisses her wet cheek.,6289.807,6292.048,17184,52.11499999999978,54.35599999999977,2012/6ygujqr_JWc,tt0101912,Frankie and Johnny,8
"He pulls her close, holding her tightly.",6347.291,6349.272,17184,109.58950000000004,111.58950000000004,2012/6ygujqr_JWc,tt0101912,Frankie and Johnny,8
Carlos lays on the bed downstairs.,1939.655,1941.656,12771,10.090999999999893,12.091999999999867,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
Spencer explores as a hand reaches for his shoulder.,1941.957,1944.638,12771,12.393000000000026,15.073999999999838,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
He turns to face Tracy.,1948.068,1949.268,12771,18.103999999999928,20.103999999999928,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
Tracy gazes around.,1954.351,1955.531,12771,24.376999999999946,26.376999999999946,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
Maggie runs her hand on the stair railing.,1957.872,1959.833,12771,28.288499999999992,30.288499999999992,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
Carlos turns head in sleep.,1962.934,1964.595,12771,33.20049999999991,35.20049999999991,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
His eyes open.,1966.696,1967.416,12771,36.49199999999984,38.49199999999984,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
"Carlos furrows his brow, sits up in bed, stands up and rubs the back of his neck, glances at the pillow, steps toward the door.",1968.617,1975.58,12771,39.05299999999988,46.01599999999984,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
"Carlos steps into the empty corridor, head tilted.",1979.734,1982.375,12771,50.16999999999983,52.81099999999991,2018/DgpMTfkui0w,tt0101917,Freddy's Dead: The Final Nightmare,2
